strdate,dttime,B8m,B8kd.min,B8kd.max,kde.flag,T865m,T865.kd.min,T865.kd.max
20190111T134957,2019-01-11 13:49:57,0.16204719,,,False,0.0,,
20190115T134613,2019-01-15 13:46:13,0.13980401165789472,0.13980401165789472,0.1487167,True,0.07517612939736842,0.09731197406551724,0.022754298502040818
20190127T133501,2019-01-27 13:35:01,0.13735613080357142,0.13258462,0.13735613080357142,True,0.047356579851785714,0.049448818250000005,0.047356579851785714
20190130T135728,2019-01-30 13:57:28,0.08868068633333333,0.08868068633333333,0.09812311,True,0.26299212666666666,0.33910761500000003,0.2357705271428571
20190207T134959,2019-02-07 13:49:59,0.13086776553333332,0.11767937,0.13086776553333332,True,0.2135852999333333,0.2940737634210526,0.15419376902173915
20190211T134615,2019-02-11 13:46:15,0.16550225875000002,0.16550225875000002,0.1737846,True,0.10669291118750003,0.11338582442666666,0.01207349075
20190222T140112,2019-02-22 14:01:12,0.115151773,0.105960265,0.12108524,True,0.1501056256097561,0.1644255987179487,0.14826479896296302
20190226T135727,2019-02-26 13:57:27,0.1197526252361809,0.08821680400000001,0.1197526252361809,True,0.14483440748592966,0.261417321923077,0.13013640825183098
20190302T135342,2019-03-02 13:53:42,0.12422393140909092,0.09750054,0.13302408,True,0.2659985631818182,0.517795262,0.1919407105882353
20190306T134957,2019-03-06 13:49:57,0.10248085249791666,0.08085574,0.121433154,True,0.12459317526791665,0.16272965833333333,0.13913848964705886
20190310T134612,2019-03-10 13:46:12,0.1174520039122807,0.114877775,0.14800256,True,0.1568663557582846,0.16279964914666664,0.1108194804074074
20190314T134227,2019-03-14 13:42:27,0.11473494988461536,0.113321334,0.14611652,True,0.0973712891776923,0.09247557653360997,0.1562204727066666
20190318T133844,2019-03-18 13:38:44,0.10046440825633804,0.10046440825633804,0.10046440825633804,True,0.2988310937008451,0.31534239703030303,0.2939756761059172
20190324T134413,2019-03-24 13:44:13,0.114571065,0.114571065,0.13710746,True,0.29921260315000003,0.5952755999999999,0.0031496063
20190326T133117,2019-03-26 13:31:17,0.1030489773884892,0.10282907,0.14166692,True,0.09276610146474823,0.0915652286724566,0.12733408255714287
20190328T134029,2019-03-28 13:40:29,0.09717058422420907,0.09550463,0.15649892,True,0.1109683840789546,0.11166441952792792,0.06299212586
20190401T133645,2019-04-01 13:36:45,0.09586999461864408,0.086880095,0.09660329,True,0.0523688772779661,0.07619366642553191,0.04673790748928571
20190402T135001,2019-04-02 13:50:01,0.10028992853153153,0.10028992853153153,0.10198676,True,0.21593246541981975,0.22543139328723405,0.1910514107952941
20190406T134617,2019-04-06 13:46:17,0.09110818875268817,0.09110818875268817,0.14382763,True,0.3281347872204301,0.3404949358333333,0.2519685
20190410T134233,2019-04-10 13:42:33,0.0973591343034188,0.0973591343034188,0.099404894,True,0.374560869968376,0.3799170244086022,0.3732826478885058
20190413T132532,2019-04-13 13:25:32,0.0956553733372093,0.0956553733372093,0.0956553733372093,True,0.10778245728488373,0.11059890227878788,0.0966574541258278
20190414T133849,2019-04-14 13:38:49,0.1019370715497076,0.1019370715497076,0.12740257,True,0.0988350129434698,0.08870234725726872,0.17576038159215682
20190416T134758,2019-04-16 13:47:58,0.08400731990117646,0.08400731990117646,0.128428,True,0.21507734939411768,0.22628587226447536,0.20031496
20190418T133506,2019-04-18 13:35:06,0.09095029676626017,0.09095029676626017,0.111471914,True,0.18487932813536587,0.18629168135966734,0.12668416451111109
20190425T135348,2019-04-25 13:53:48,0.08739782682258065,0.08387707,0.14565875,True,0.22768605376774195,0.22356028889411766,0.17637795
20190503T134620,2019-05-03 13:46:20,0.07383353064157706,0.07383353064157706,0.12930693,True,0.2040809398996416,0.20464364913333333,0.2623172057142857
20190505T135526,2019-05-05 13:55:26,0.06572428199906542,0.06572428199906542,0.06572428199906542,True,0.1315828968940187,0.14180302218502674,0.12367345178300518
20190506T132915,2019-05-06 13:29:15,0.06638841930029155,0.04787744,0.067159034,True,0.19364109918367348,0.34393701200000004,0.18762950513157892
20190509T135141,2019-05-09 13:51:41,0.06634523416710875,0.036432996,0.112772,True,0.16281041598832893,0.27716534600000003,0.3401574733333333
20190513T134756,2019-05-13 13:47:56,0.07034541383333333,0.07034541383333333,0.07246926,True,0.3120947701126125,0.3212914948743718,0.3001451615363129
20190517T134411,2019-05-17 13:44:11,0.0763440559375,0.0763440559375,0.15027314,True,0.19055117948125,0.19002624511111108,0.324409446
20190518T135734,2019-05-18 13:57:34,0.0711552036875,0.0711552036875,0.07576525,True,0.19858267598749998,0.22244866329411764,0.15911810905999998
20190521T134026,2019-05-21 13:40:26,0.12994782,,,False,0.12913386,,
20190526T135005,2019-05-26 13:50:05,0.06273292118913043,0.06273292118913043,0.06302072,True,0.050256761058695656,0.04865293451850117,0.04844968511004785
20190529T133255,2019-05-29 13:32:55,0.06207377819254657,0.045442063,0.06435744,True,0.2259108903478261,0.28136483,0.22255638951879694
20190602T132910,2019-06-02 13:29:10,0.06945739086788155,0.029859312,0.1376568,True,0.08869119064282463,0.2834645575,0.16097987569999994
20190605T135136,2019-06-05 13:51:36,0.06642799807692308,0.05285806,0.06642799807692308,True,0.3486371869230769,0.3275590445454545,0.3640944913333334
20190607T133851,2019-06-07 13:38:51,0.07007344017615176,0.07007344017615176,0.13743706,True,0.09438149454783197,0.0962395183038348,0.28136481766666666
20190609T134751,2019-06-09 13:47:51,0.07616962435416667,0.072798856,0.14067812,True,0.2908136466666667,0.2921723002941177,0.247244085
20190610T140117,2019-06-10 14:01:17,0.0763850446304348,0.076241344,0.14023866,True,0.18870249869565212,0.19902512128571426,0.08608924000000001
20190611T133506,2019-06-11 13:35:06,0.07060868713043478,0.06933805,0.07395245,True,0.2815474114130435,0.2872751974074074,0.2726895947368422
20190613T134406,2019-06-13 13:44:06,0.06995213460496014,0.06995213460496014,0.1220008,True,0.13361137566288753,0.14000548347422884,0.2090193220545455
20190614T135732,2019-06-14 13:57:32,0.06026524166666668,0.05796686,0.06026524166666668,True,0.3419072587037037,0.36311460777777776,0.3454981141304348
20190618T135348,2019-06-18 13:53:48,0.06452675157678356,0.042786952,0.06452675157678356,True,0.07527063917363966,0.08368954028571429,0.07167389756680273
20190619T132737,2019-06-19 13:27:37,0.0727876529117647,0.0727876529117647,0.07561876599999999,True,0.05672996721764705,0.05672996721764705,0.047156605006944435
20190621T133637,2019-06-21 13:36:37,0.07155254340172168,0.069173254,0.14922939999999998,True,0.1271049141779053,0.1211371932778816,0.24366499220909085
20190624T135904,2019-06-24 13:59:04,0.059727547705093836,0.059727547705093836,0.09336223,True,0.05291000776461127,0.054596323449175414,0.5102362033333333
20190625T133253,2019-06-25 13:32:53,0.061980562087136926,0.030719932,0.06492508,True,0.2322605934605809,0.34330709000000004,0.218485188
20190628T135520,2019-06-28 13:55:20,0.06539456117948718,0.06539456117948718,0.13838923,True,0.10404084057747252,0.10642320619097292,0.2319255536363636
20190629T132909,2019-06-29 13:29:09,0.06725185227586207,0.065858945,0.06725185227586207,True,0.16964431137931035,0.17179670690909085,0.16686737627450973
20190630T134235,2019-06-30 13:42:35,0.08666035999999999,,,False,0.06614173129999999,,
20190702T135136,2019-07-02 13:51:36,0.06472059383636364,0.06228828,0.07091281,True,0.18086757242181814,0.18720146115469616,0.17293795564539008
20190704T133851,2019-07-04 13:38:51,0.06807288704140628,0.06807288704140628,0.14012879,True,0.10546751914765624,0.11174884078145088,0.12204724189999999
20190708T133506,2019-07-08 13:35:06,0.06800339767846607,0.06620686,0.13047884,True,0.14618261120530973,0.1490885547191781,0.16377952625000006
20190710T134408,2019-07-10 13:44:08,0.06953881017908081,0.06953881017908081,0.16942656,True,0.08941687312171158,0.08884061849917897,0.006299212533333333
20190712T133122,2019-07-12 13:31:22,0.07554091113163973,0.07441023,0.11696524,True,0.12371478895150118,0.12794869646134022,0.11005094670588236
20190714T134024,2019-07-14 13:40:24,0.06927819435092349,0.04921415,0.06927819435092349,True,0.04916377491873351,0.0671916,0.04449157286590258
20190715T135348,2019-07-15 13:53:48,0.06643006011471322,0.06643006011471322,0.06721397,True,0.09359278915610973,0.0999267528761628,0.0785481078067073
20190716T132737,2019-07-16 13:27:37,0.07662779137238494,0.07662779137238494,0.07662779137238494,True,0.025539485292050204,0.025539485292050204,0.025330876097021275
20190718T133640,2019-07-18 13:36:40,0.07106636246666667,0.07076632,0.07106636246666667,True,0.07283089562190477,0.07530566165829146,0.070299212088
20190719T135004,2019-07-19 13:50:04,0.07100160790384615,0.06844081,0.1338664,True,0.11741368772788463,0.10938436883202847,0.2671607195647059
20190721T135907,2019-07-21 13:59:07,0.06563537013101331,0.03614002,0.065730765,True,0.05604816242579326,0.0844094492,0.05246040832921349
20190722T133256,2019-07-22 13:32:56,0.07438565223873872,0.07438565223873872,0.07653432,True,0.05096119675315315,0.051163287179185515,0.04782508920485437
20190723T134619,2019-07-23 13:46:19,0.07137937272072073,0.058204904,0.07137937272072073,True,0.05662197598063064,0.124234471,0.05346178752329412
20190725T135522,2019-07-25 13:55:22,0.06797737220141342,0.06797737220141342,0.06797737220141342,True,0.11482151230636042,0.12697162774126985,0.07978118487452633
20190726T132912,2019-07-26 13:29:12,0.07689792661428572,0.060896635,0.07689792661428572,True,0.13228346387857146,0.2663667,0.12370264695275596
20190730T132527,2019-07-30 13:25:27,0.07267067719444445,0.07122410000000001,0.07267067719444445,True,0.13228346288888884,0.13716027258064514,0.13030371039999994
20190731T133849,2019-07-31 13:38:49,0.07644964173041477,0.05421308,0.07644964173041477,True,0.20488406527096767,0.4619422633333333,0.20243999450024092
20190802T134754,2019-08-02 13:47:54,0.07114363586652978,0.07114363586652978,0.07148045,True,0.2583841268788501,0.2621617730909091,0.24606299007211535
20190803T140115,2019-08-03 14:01:15,0.10557573,,,False,0.0,,
20190806T134409,2019-08-06 13:44:09,0.06830840422253523,0.05496384,0.07018036400000001,True,0.2780880533802817,0.3941507314285714,0.2711830810062893
20190807T135730,2019-08-07 13:57:30,0.07843959957428571,0.07843959957428571,0.14049502,True,0.19253393162057145,0.19101248543939392,0.19928417880000004
20190808T133119,2019-08-08 13:31:19,0.0903835021476274,0.045844905,0.15098728,True,0.16589402443198595,0.5014173000000001,0.0062992126
20190810T134025,2019-08-10 13:40:25,0.08357088735955058,0.08357088735955058,0.108871736,True,0.16154295206741573,0.1594002249420655,0.19527559
20190811T135345,2019-08-11 13:53:45,0.07667819589425051,0.054451127,0.07667819589425051,True,0.2190690213963039,0.450393705,0.21577472139830506
20190812T132734,2019-08-12 13:27:34,0.08399777736734694,0.08399777736734694,0.08399777736734694,True,0.13125502057142854,0.13125502057142854,0.13125502057142854
20190818T133256,2019-08-18 13:32:56,0.08044991767209013,0.05901059,0.1517014,True,0.17794684185857326,0.3620787372,0.048818897750000007
20190819T134615,2019-08-19 13:46:15,0.07401670372180451,0.07259743,0.07401670372180451,True,0.2583782259398496,0.26368618468085103,0.25368328675
20190821T135522,2019-08-21 13:55:22,0.07211598145119306,0.07211598145119306,0.13128452,True,0.31606743007071586,0.3148747285681819,0.1322834642
20190822T132911,2019-08-22 13:29:11,0.07769605829629629,0.07769605829629629,0.07769605829629629,True,0.2335374751851852,0.2335374751851852,0.2335374751851852
20190823T134230,2019-08-23 13:42:30,0.0779870559150838,0.0776513,0.0779870559150838,True,0.21082303086324025,0.2116053043581081,0.20844007221497696
20190825T135137,2019-08-25 13:51:37,0.07357136673811834,0.07357136673811834,0.07357136673811834,True,0.24815598157129004,0.2494589058158158,0.24295095710580916
20190826T132526,2019-08-26 13:25:26,0.062709436,,,False,0.15748031,,
20190827T133845,2019-08-27 13:38:45,0.07499598556060606,0.07499598556060606,0.07499598556060606,True,0.17433027404683196,0.1751058268579387,0.1737836358787024
20190829T134752,2019-08-29 13:47:52,0.06642896414237287,0.06642896414237287,0.06642896414237287,True,0.2833524596186441,0.2832584892572944,0.28165159200733275
20190831T133501,2019-08-31 13:35:01,0.07959955784090908,0.07959955784090908,0.07959955784090908,True,0.1975089458377273,0.199107367718894,0.1896426392995192
20190902T134408,2019-09-02 13:44:08,0.07683038239019191,0.07683038239019191,0.07807245,True,0.2841092601492537,0.2874122609728507,0.27476349419664264
20190903T135728,2019-09-03 13:57:28,0.07116555407671234,0.07116555407671234,0.09722587,True,0.451869265490411,0.4644436793623189,0.12650918533333333
20190906T134024,2019-09-06 13:40:24,0.08121722786206896,0.08096561,0.08121722786206896,True,0.3817539993103448,0.3817539993103448,0.3817539993103448
20190907T135344,2019-09-07 13:53:44,0.11169165,,,False,0.30866140000000003,,
20190908T132733,2019-09-08 13:27:33,0.07991365857692309,0.07991365857692309,0.08043458,True,0.1733898646153846,0.17482360148051945,0.17034490394366195
20190910T133639,2019-09-10 13:36:39,0.07011625722022471,0.07011625722022471,0.07011625722022471,True,0.22924887,0.2297102794258373,0.2287098709855769
20190911T135000,2019-09-11 13:50:00,0.07306851175191165,0.07306851175191165,0.07306851175191165,True,0.2484629930630416,0.2500465201851852,0.2440230344602541
20190914T133255,2019-09-14 13:32:55,0.07537816544186046,0.07537816544186046,0.07701041,True,0.2984068837209303,0.2984068837209303,0.29509388205128195
20190917T135521,2019-09-17 13:55:21,0.06730165553689567,0.06681112,0.13025911,True,0.521504271675827,0.5277852400542005,0.16467941322857144
20190918T132910,2019-09-18 13:29:10,0.07691981814035087,0.07602161,0.07691981814035087,True,0.2525210635087719,0.2525210635087719,0.2525210635087719
20190919T134232,2019-09-19 13:42:32,0.07659157349056603,0.07659157349056603,0.07885983,True,0.2920219865498653,0.2930873957734807,0.2904944080564264
20190921T135136,2019-09-21 13:51:36,0.08127955088896276,0.052308727,0.08127955088896276,True,0.11703802909175533,0.16377952666666667,0.11275403289004456
20190925T134752,2019-09-25 13:47:52,0.08259360497207305,0.07955565,0.14503616,True,0.3786293596833512,0.4019631654607046,0.12637795095
20190927T133504,2019-09-27 13:35:04,0.10392685777316292,0.10392685777316292,0.10392685777316292,True,0.2126437050159744,0.2109462616140351,0.20595109614035084
20190929T134407,2019-09-29 13:44:07,0.10140298230654762,0.10140298230654762,0.11350445,True,0.25067491339285713,0.2576668024671053,0.2219040775
20191004T135347,2019-10-04 13:53:47,0.09631432384615383,0.09105503,0.13511156,True,0.4788892481562129,0.5388415455479452,0.0639867383368421
20191007T133637,2019-10-07 13:36:37,0.10123831074358974,0.10123831074358974,0.15979493,True,0.238966280915812,0.2414096894713656,0.10288713933333332
20191008T135003,2019-10-08 13:50:03,0.10736138830995792,0.10736138830995792,0.10736138830995792,True,0.3137679296075737,0.3367414870149254,0.2946475577018868
20191012T134618,2019-10-12 13:46:18,0.14799867127659572,0.10464187,0.15351420000000002,True,0.13114424403617025,0.561259838,0.0780950564987952
20191016T134234,2019-10-16 13:42:34,0.11830936898,0.11553697,0.14249092,True,0.225007873197,0.2377315544508671,0.1369394030173913
20191018T135133,2019-10-18 13:51:33,0.09646141355549066,0.094112985,0.13769342,True,0.2426190279705608,0.2853361051774824,0.10026246638333336
20191022T134749,2019-10-22 13:47:49,0.11463352877462793,0.076241344,0.1538072,True,0.11320278730290576,0.48377952399999996,0.11496062931666665
20191024T133505,2019-10-24 13:35:05,0.15143360875,0.15143360875,0.16928007,True,0.0622047238,0.11968503814999999,0.005039370079999999
20191030T134022,2019-10-30 13:40:22,0.1391766125,0.1391766125,0.16036256,True,0.2362204713,0.46614173,0.0062992126
20191031T135347,2019-10-31 13:53:47,0.12460379578348628,0.10116276,0.1389935,True,0.23764790688293574,0.4759798239325842,0.10892704628975902
20191103T133638,2019-11-03 13:36:38,0.16028874781250002,0.1577624,0.16028874781250002,True,0.016338583187500002,0.016338583187500002,0.0065024129677419325
20191104T135002,2019-11-04 13:50:02,0.13212971638482382,0.10707725,0.13575244,True,0.24686426072249326,0.5406824045833333,0.17177887209896195
20191108T134617,2019-11-08 13:46:17,0.15157905909090907,0.12273324,0.16191901,True,0.14688618369090908,0.4508436414285714,0.005039370080000003
20191124T133117,2019-11-24 13:31:17,0.14933415924731186,0.14933415924731186,0.15009004,True,0.022284310978494624,0.022747156342222224,0.006229221344444445
20191126T134025,2019-11-26 13:40:25,0.14373194451612906,0.11495102,0.15287332,True,0.1054610085935484,0.4193475714285715,0.013910761100000002
20191201T134958,2019-12-01 13:49:58,0.13010346266666667,0.11480453,0.15917234,True,0.26404198855,0.381889755,0.028346455649999998
20191205T134613,2019-12-05 13:46:13,0.17843562,,,False,0.0,,
20191207T135523,2019-12-07 13:55:23,0.1438229091612903,0.12207404,0.17380291,True,0.2588773170193548,0.4512035982857143,0.009565470933333334
20191209T134228,2019-12-09 13:42:28,0.16418609619047614,0.16158941,0.16418609619047614,True,0.008698912647619048,0.009283050157894737,0.004409448779999999
20191211T135138,2019-12-11 13:51:38,0.1765679,,,False,0.0,,
20191213T133844,2019-12-13 13:38:44,0.1595119829032258,0.1595119829032258,0.1595119829032258,True,0.011988823977419356,0.012178477690000002,0.011988823977419356
20191215T134754,2019-12-15 13:47:54,0.12580468673684211,0.10965911,0.12580468673684211,True,0.2708661382947368,0.42099737,0.15977093614545454
20191217T133500,2019-12-17 13:35:00,0.18900113,,,False,0.0062992126,,
20191224T135343,2019-12-24 13:53:43,0.10863408704347832,0.10169378,0.17504807,True,0.2801780192434783,0.3023622028205128,0.0346456688
20191228T134959,2019-12-28 13:49:59,0.14432098920000005,0.09804987,0.15583973,True,0.06317210260571429,0.2582677116666667,0.006765820933333333
20191231T133256,2019-12-31 13:32:56,0.17784967499999998,,,False,0.0062992126,,
